s,p,q
-25,8.12384829990445e-06,7.04820941896428e-06
-24,1.73594069274802e-05,1.63292460094654e-05
-23,3.55847666189853e-05,3.62553560495744e-05
-22,7.00079540750385e-05,7.71466776286997e-05
-21,0.000132260612645208,0.000157334883640443
-20,0.000240114306543855,0.000307555618279451
-19,0.000419261530055328,0.00057629768501901
-18,0.000704839034207574,0.00103522717093985
-17,0.0011423178212718,0.00178295573604738
-16,0.0017874560810361,0.00294458883554711
-15,0.00270522530424111,0.00466409837866828
-14,0.00396790648082477,0.00708715029010476
-13,0.00565274641305996,0.0103339938191736
-12,0.00783945480591615,0.0144653526636025
-11,0.0106072825023477,0.0194481984567279
-10,0.0140305475785567,0.0251313681179515
-9,0.0181706691318988,0.0312414471004348
-8,0.0230626473515743,0.0374059277008107
-7,0.028695061292238,0.0432034825695853
-6,0.0349851942545547,0.04823218336648
-5,0.0417542973906634,0.0521789420617219
-4,0.0487110325306613,0.0548707682696179
-3,0.0554522515205034,0.0562925110145503
-2,0.061488268748536,0.0565657958088456
-1,0.0662944628424995,0.0558964198291857
0,0.0693835408298862,0.054507742526584
1,0.0703853939131134,0.0525815731987397
2,0.0691168515824271,0.0502242394480688
3,0.0656238549473112,0.047465638891013
4,0.0601841411953842,0.0442871954963869
5,0.0532680747915882,0.0406653247124133
6,0.0454658730044397,0.0366133991199037
7,0.037397765260481,0.032207905217226
8,0.0296270039717855,0.0275916557199855
9,0.022593282562863,0.0229553720880193
10,0.0165771963044365,0.0185055656504613
11,0.0116975137104364,0.0144295401431956
12,0.00793514559099604,0.0108673024811162
13,0.00517295660399786,0.00789637643645392
14,0.00323968815163079,0.00553079177389345
15,0.00194858191735827,0.00373155452967803
16,0.00112529808455001,0.00242369704832318
17,0.000623796652366325,0.00151472899528859
18,0.000331854715068966,0.00091047989038651
19,0.000169392590960678,0.000526159030651457
20,8.29473537284468e-05,0.000292229664850998
21,3.89583149389474e-05,0.000155939180573983
22,1.75477722882404e-05,7.99253523015928e-05
23,7.57894895490473e-06,3.93366264024573e-05
24,3.13839649853583e-06,1.85860448613665e-05
25,1.24586307936788e-06,8.42862473846022e-06
