s,p,q
-25,0.00018896683042821,6.10698807533963e-06
-24,0.0003358996422412,1.40358511131096e-05
-23,0.000574646611428124,3.09057227897051e-05
-22,0.000947140071263093,6.52010497652884e-05
-21,0.00150582255898733,0.000131801362262064
-20,0.00231245298628851,0.000255315991511176
-19,0.00343532826881161,0.000474006076492205
-18,0.00494501077747266,0.000843544333010974
-17,0.00690887966655091,0.00143926414389145
-16,0.00938489275146417,0.00235504205325248
-15,0.012414828577018,0.00369687121012867
-14,0.0160170816518882,0.00556987628213574
-13,0.0201790157338177,0.0080591879327169
-12,0.024849135849763,0.0112075402898235
-11,0.0299299585295389,0.0149949554201599
-10,0.0352732452455526,0.019327296416245
-9,0.0406798357786038,0.0240396721437802
-8,0.0459062797272686,0.0289171557450374
-7,0.0506795987351491,0.0337296821703305
-6,0.0547198992806538,0.0382721868806815
-5,0.05776856323709,0.0423975444740316
-4,0.0596179151791049,0.0460307050376937
-3,0.0601371732250431,0.0491580674723947
-2,0.0592895803919808,0.0517949269270382
-1,0.0571370572758757,0.0539424942666823
0,0.0538312843476678,0.0555508998453319
1,0.049593152084649,0.0565034502628732
2,0.0446850723395148,0.0566303055039158
3,0.0393818593440862,0.0557492527119704
4,0.0339453712497196,0.0537213607566884
5,0.0286061571942919,0.0505037517680542
6,0.0235528584406566,0.046182498036115
7,0.0189280852843107,0.0409752288127114
8,0.0148285969199237,0.0352027489229719
9,0.0113078772918216,0.0292382164673477
10,0.00838010897574388,0.0234481100470351
11,0.00602540392212996,0.0181398796067901
12,0.00419647861055402,0.0135273223407257
13,0.00282670555227736,0.00971833282636324
14,0.00183892572404471,0.00672321661976077
15,0.00115396616729841,0.00447721052696163
16,0.00069773842561356,0.0028691188695458
17,0.000406119797998762,0.0017688198077269
18,0.000227368135582366,0.00104883745981307
19,0.000122355910591278,0.000598034013144047
20,6.32547499434863e-05,0.000327827557332988
21,3.1399816749108e-05,0.000172734488780405
22,1.49607542295421e-05,8.7466361178152e-05
23,6.83954126316018e-06,4.25546877922929e-05
24,2.99933892197768e-06,1.98891107795861e-05
25,1.26138127123137e-06,8.92819126527265e-06
