s,p,q
-25,5.0036825224505e-06,0.000319205989286483
-24,1.17910861112693e-05,0.000535817021213051
-23,2.66551649950351e-05,0.000865319367285959
-22,5.78114587155561e-05,0.00134610375995544
-21,0.000120308074365234,0.0020200166317084
-20,0.000240253314336792,0.00292917695103449
-19,0.000460453623842977,0.00411236763130339
-18,0.000847024166934162,0.00560165271438679
-17,0.00149573605438193,0.00741965325673591
-16,0.00253585795549672,0.00957739501872718
-15,0.00412833291142182,0.0120720662965928
-14,0.00645480620566793,0.0148837802719959
-13,0.00969487544787016,0.0179708391263441
-12,0.0139913794701291,0.0212640552617204
-11,0.0194074658360784,0.0246619934822603
-10,0.0258836852854234,0.0280298793392675
-9,0.033206824879718,0.0312047718602382
-8,0.0410027225486588,0.0340082605165881
-7,0.0487616052823228,0.0362658282554718
-6,0.0558967193642592,0.0378299160761418
-5,0.0618271827694106,0.0386023910087871
-4,0.0660674841507846,0.0385519309927912
-3,0.0683023636545046,0.0377226947638907
-2,0.0684288947360472,0.0362321610206686
-1,0.0665567674924654,0.0342578217748203
0,0.0629698179466921,0.0320142702878526
1,0.0580622944019429,0.0297239811320396
2,0.0522684923605798,0.0275865020463678
3,0.0460028769010526,0.0257514912171585
4,0.0396210910883935,0.0243006684329468
5,0.0334036460414784,0.0232421715704124
6,0.0275571189825608,0.0225182783003234
7,0.0222245144143428,0.0220245692946525
8,0.0174972187730679,0.0216361167157495
9,0.0134242167042513,0.0212348266266042
10,0.0100178609954286,0.0207320264991064
11,0.00725788219046394,0.0200817994957209
12,0.00509589910201736,0.0192830801327333
13,0.00346183076523879,0.0183714584593084
14,0.00227219524558585,0.0174041244916257
15,0.0014391445502853,0.0164426554293404
16,0.000878666584135425,0.0155380696321368
17,0.000516672814344594,0.0147210228102301
18,0.000292380803078879,0.0139979825913806
19,0.000159126797594808,0.0133525699628872
20,8.32452731166141e-05,0.0127505255757332
21,4.1840042305019e-05,0.0121468770253131
22,2.0195909801753e-05,0.0114943250070595
23,9.35878089136303e-06,0.0107520630603716
24,4.16221919103105e-06,0.00989398707405055
25,1.77607851349039e-06,0.00891480494961637
