s,p,q
-25,0.000137368118979554,5.28808224422175e-06
-24,0.00024440413305064,1.18537950120634e-05
-23,0.000417280372128855,2.54530141737822e-05
-22,0.000684188261608603,5.23592938817037e-05
-21,0.00107842677034625,0.000103201488369923
-20,0.00163624711033203,0.000194939580710499
-19,0.0023938357420012,0.000352976645087768
-18,0.00338430047640502,0.000612869456743593
-17,0.00463587558673925,0.0010208355551384
-16,0.0061724225598042,0.0016321489538554
-15,0.00801648069584237,0.0025067490726802
-14,0.0101937320674898,0.00370208046471801
-13,0.0127363004302873,0.00526428280559327
-12,0.0156815842138642,0.00722004629374485
-11,0.0190640242585666,0.00957217947478227
-10,0.0228994958269438,0.0123015897148374
-9,0.0271652618862351,0.0153766005582009
-8,0.0317813234778785,0.018767561917156
-7,0.0366001117029625,0.0224614998440852
-6,0.0414099417051127,0.0264695450774123
-5,0.045953773320237,0.0308204385960935
-4,0.0499599884806893,0.0355371205704243
-3,0.0531780105052937,0.0405995657744951
-2,0.0554101938817108,0.0459036577567355
-1,0.0565329670542512,0.0512303571581021
0,0.0565039372429472,0.0562394448887297
1,0.0553559817732021,0.0604968404980561
2,0.0531826271597941,0.0635350273643317
3,0.0501202656310595,0.0649353762127113
4,0.0463319237331252,0.0644128980639566
5,0.0419951088503199,0.0618813441074473
6,0.0372937975752207,0.0574808805887943
7,0.0324128546620671,0.0515605751680383
8,0.0275326027489384,0.0446203048787312
9,0.0228218864699721,0.0372272812304993
10,0.0184293420650999,0.0299278334112911
11,0.0144740363825984,0.0231740858604162
12,0.0110375670241475,0.0172787685217987
13,0.00815977233345202,0.0124023656829439
14,0.00583940849185341,0.00856834131056042
15,0.00403985991784521,0.00569667790416107
16,0.00269866552160527,0.00364434539051176
17,0.00173881523370151,0.00224302839567891
18,0.00107961935922536,0.00132804568987084
19,0.00064542060080099,0.000756308504981169
20,0.000371242864034357,0.000414223780540645
21,0.000205326927605901,0.00021815251999887
22,0.000109136972060992,0.000110461256009763
23,5.57228780620978e-05,5.37670061999038e-05
24,2.73184370156025e-05,2.51539345963237e-05
25,1.28554613661908e-05,1.13085046755043e-05
