s,p,q
-25,1.15635102609106e-05,0.000434650845274812
-24,2.48435963964827e-05,0.000698105403876877
-23,5.1236575407183e-05,0.00107532927806923
-22,0.000101478065297917,0.0015895794821182
-21,0.000193113397273507,0.00225699794876773
-20,0.000353316671465342,0.00308191431375557
-19,0.000621924643642058,0.00405389498828144
-18,0.00105413258860579,0.00514812976605838
-17,0.00172207707953407,0.00632998888265662
-16,0.00271443446677513,0.00756316226079882
-15,0.00413326636486459,0.00881915539244953
-14,0.00608764643712463,0.0100847886887914
-13,0.00868401532310565,0.011364430117014
-12,0.0120135887919222,0.012675270517445
-11,0.0161373928872096,0.0140366306337623
-10,0.0210696808643664,0.015457034625533
-9,0.0267608388982261,0.0169243267408127
-8,0.0330816848897064,0.0184035386566938
-7,0.0398123433646256,0.0198444887613146
-6,0.046640195685725,0.021197150601181
-5,0.0531718465535128,0.0224292474006003
-4,0.0589626228018903,0.0235388740191888
-3,0.0635634005518852,0.0245560804632496
-2,0.066579215918297,0.0255310483411434
-1,0.0677289523746446,0.0265114953498843
0,0.0668926804194599,0.027516418311878
1,0.0641345932680766,0.028515499406354
2,0.0596950090157801,0.0294224756769111
3,0.0539528765954785,0.0301066868863513
4,0.0473678065686826,0.0304211935420601
5,0.0404151833044672,0.0302403083312661
6,0.0335280654970043,0.0294960604579742
7,0.0270558131480603,0.0282031441954208
8,0.0212435533166489,0.0264651789477436
9,0.0162309874919463,0.0244603853164397
10,0.0120653372806831,0.0224102617063227
11,0.00872199220488335,0.0205389087893004
12,0.00612720151888593,0.0190323816844953
13,0.00417895119217183,0.0180067713294356
14,0.00276404023305696,0.017491160659709
15,0.0017707631033102,0.0174279826068602
16,0.00109740061487623,0.0176894795408731
17,0.000657075810215306,0.01810571605449
18,0.000379659905002821,0.0184975892313413
19,0.000211458885048538,0.0187079233399993
20,0.00011341721156611,0.0186250242144046
21,5.85293034574847e-05,0.0181955033143934
22,2.90387346601596e-05,0.0174259077878055
23,1.38422517399029e-05,0.0163748485107754
24,6.33603223116725e-06,0.0151384179582404
25,2.78358082533277e-06,0.0138318132740268
