s,p,q
-25,1.0922278572612e-05,1.18021548464996e-05
-24,2.31541370029458e-05,2.63175199868931e-05
-23,4.71347151280404e-05,5.63637308371028e-05
-22,9.2192416674628e-05,0.000115948899304122
-21,0.000173371820986876,0.000229130865167082
-20,0.000313706551698684,0.000434996491918217
-19,0.000546652895554843,0.000793425211991977
-18,0.000918275383279325,0.00139051579314975
-17,0.0014886213299213,0.00234167867768909
-16,0.00233164468688862,0.00378960605730523
-15,0.00353307608064534,0.00589406758067672
-14,0.00518578389026758,0.00881125900739048
-13,0.00738239489866726,0.0126626223741436
-12,0.0102052057226919,0.0174965734282888
-11,0.0137137251406912,0.0232506346390572
-10,0.0179306098675958,0.0297246191595621
-9,0.0228273696280628,0.0365760091667274
-8,0.0283119986574209,0.0433452735176502
-7,0.0342214142301963,0.0495116345233304
-6,0.0403218257970561,0.0545705189062845
-5,0.0463194750112292,0.058115798158703
-4,0.051882396271155,0.0599063379904118
-3,0.0566712672402869,0.0598993917829036
-2,0.060374859538354,0.0582425287210824
-1,0.0627440507652665,0.0552280153164208
0,0.0636185011877674,0.0512243719359251
1,0.0629419209254683,0.0466052233181062
2,0.0607646220909919,0.0416938430195998
3,0.0572346730413267,0.0367341861113177
4,0.0525805582803141,0.0318891641948603
5,0.04708853394384,0.0272584386701924
6,0.0410772661062114,0.0229038903483056
7,0.034871598173722,0.0188717899902409
8,0.0287770140398607,0.0152051282628805
9,0.0230566507230046,0.0119450948456852
10,0.0179131733459081,0.00912502866954732
11,0.0134778648918878,0.0067620412432079
12,0.00980851451319863,0.00485095224724525
13,0.00689617643180371,0.00336308955964416
14,0.00467910518684392,0.00225010397799807
15,0.00306079838156089,0.00145118411903473
16,0.00192857186549796,0.000901347989532987
17,0.0011695555396716,0.000538739771623531
18,0.000682158714554307,0.000309674345703244
19,0.000382439800780354,0.000171095397790662
20,0.00020597840825633,9.0819746825388e-05
21,0.000106527054380746,4.62978272819021e-05
22,5.28814789540216e-05,2.26584937994019e-05
23,2.5188507573501e-05,1.06429391927672e-05
24,1.15087187161801e-05,4.79664482172176e-06
25,5.0427309855761e-06,2.07375452327062e-06
