s,p,q
-25,4.68911878614475e-06,0.00156361320670543
-24,1.10960177634244e-05,0.00107636989106515
-23,2.51650310754021e-05,0.000722786032942316
-22,5.4705363217647e-05,0.000491694751094475
-21,0.000114003700021477,0.000371585327394438
-20,0.000227785965036754,0.000357247255267555
-19,0.000436440863583865,0.000454515634331917
-18,0.00080204035775389,0.000682617646515654
-17,0.00141394798429066,0.00107368521277782
-16,0.00239191075879677,0.0016690242713339
-15,0.00388378123504446,0.0025120031872335
-14,0.00605487345923538,0.00363816288897936
-13,0.00906690903384479,0.00506434446888659
-12,0.0130468259855641,0.00677991974048409
-11,0.0180491725084987,0.00874394003339825
-10,0.0240195058836761,0.0108914644598442
-9,0.0307687617043534,0.0131500792616477
-8,0.0379685066126139,0.0154639444318112
-7,0.0451735355853735,0.017818694685823
-6,0.0518718287299618,0.020257841036559
-5,0.0575541732276035,0.022881565845023
-4,0.0617893332367946,0.0258227351053534
-3,0.0642879119078055,0.0292019240189971
-2,0.0649402313838854,0.0330712078780911
-1,0.0638201664577033,0.0373625569181935
0,0.0611558299860963,0.0418582954109257
1,0.057276445700591,0.0461969749172468
2,0.0525500361115806,0.0499188771282684
3,0.0473272390402135,0.052543816226055
4,0.04190277786651,0.0536636650806774
5,0.0364994318938257,0.0530266045330435
6,0.0312721973612586,0.0505915130213606
7,0.0263250605973834,0.0465388815518307
8,0.0217309081952888,0.0412365825196456
9,0.0175467048373646,0.0351708121572321
10,0.0138200184583481,0.0288607540990677
11,0.0105873994269291,0.0227776852948296
12,0.00786828438447648,0.01728533729885
13,0.00565906897822457,0.0126103615975924
14,0.00393090572767504,0.00884280921382776
15,0.00263255715876595,0.00595948372960595
16,0.0016974264287948,0.0038595239405374
17,0.00105254627288141,0.00240175125988899
18,0.000627101201175929,0.00143611065072393
19,0.000358733075963183,0.000825367096405431
20,0.000196924532425978,0.000456693335725301
21,0.000103688998696784,0.000245083637037639
22,5.23505570092502e-05,0.000131482424986617
23,2.53366696190743e-05,7.84101880013028e-05
24,1.17524001046305e-05,6.51657284093461e-05
25,5.22373867199615e-06,8.38013743375951e-05
