s,p,q
-25,3.9938389266851e-06,0.00262645628757266
-24,9.22945797844026e-06,0.00359359995209684
-23,2.04607621115055e-05,0.0047346501340304
-22,4.35253783183639e-05,0.00601314252577605
-21,8.88733190256492e-05,0.00737064303088705
-20,0.000174245419751622,0.00873248028569403
-19,0.000328161711711167,0.0100180670604428
-18,0.000593951661799035,0.0111545664824007
-17,0.00103365987828692,0.0120918419519288
-16,0.00173070223492057,0.0128161168290215
-15,0.00278977161878567,0.0133595156458566
-14,0.00433239620864848,0.0138026231358328
-13,0.00648692102898666,0.0142675158148867
-12,0.00937259642053716,0.0148997369999171
-11,0.0130788151632751,0.0158397534992372
-10,0.017642049962809,0.0171875444596732
-9,0.0230242946827061,0.0189674495741358
-8,0.0290974195828637,0.0211029003889309
-7,0.035637584540128,0.0234106316759768
-6,0.0423327011614127,0.025620464000859
-5,0.048804056026406,0.027420116638072
-4,0.0546408564467407,0.0285166217426198
-3,0.0594439422051281,0.0286996027009471
-2,0.0628726152086532,0.0278895963841479
-1,0.0646870065255405,0.0261579534444377
0,0.0647782406959382,0.0237127490937769
1,0.0631803284513289,0.0208548650165983
2,0.0600611881277124,0.0179165681331742
3,0.0556947247830112,0.0151988669667725
4,0.0504201599473134,0.0129227701068357
5,0.04459738049538,0.0112042809720958
6,0.038567079677376,0.0100557178017309
7,0.0326219957852752,0.0094091052975459
8,0.0269916682663362,0.00915265705184453
9,0.0218393400181241,0.0091695025586426
10,0.0172672134279079,0.00936872432961253
11,0.0133257325652116,0.00970186070068104
12,0.0100235745922004,0.0101624350999681
13,0.00733671407817664,0.0107707753115392
14,0.00521637242374024,0.0115502870957866
15,0.0035963610350315,0.0125034340134538
16,0.00240026042598792,0.0135953222205609
17,0.00154839778035517,0.0147500529292326
18,0.000964124808977586,0.0158607383224323
19,0.000578736902692595,0.0168097092576891
20,0.0003345559538478,0.0174924703762707
21,0.000186082388427607,0.0178383373626337
22,9.95084146923063e-05,0.0178224385961896
23,5.11274048964804e-05,0.0174669730720689
24,2.52262851267151e-05,0.0168329103781016
25,1.19471028976139e-05,0.0160055076517523
