s,p,q
-25,0.000159318677765431,0.00988009956811831
-24,0.000279536230492196,0.0116150683540985
-23,0.000470281399913187,0.0132837792508483
-22,0.000759015542739888,0.0147906209078676
-21,0.00117604547201651,0.0160379219028046
-20,0.00175104458948186,0.0169335289682319
-19,0.00250863938686474,0.0174009107853697
-18,0.00346426471639959,0.0173913188909788
-17,0.00462198144711472,0.0168959320911731
-16,0.00597590406781316,0.0159545921621293
-15,0.00751606603134648,0.0146575148374576
-14,0.00923801748139374,0.0131376015152664
-13,0.0111536515356098,0.0115533826129829
-12,0.0132994232959157,0.0100653488843175
-11,0.0157379739474019,0.00881049193663134
-10,0.0185505223906691,0.00788060220139267
-9,0.0218199297631918,0.00730911979304945
-8,0.0256072040017663,0.0070694394310561
-7,0.029926332967843,0.0070851127042097
-6,0.0347229781037853,0.00724994331008807
-5,0.0398616591021919,0.00745398175673352
-4,0.045124196566378,0.0076102134089323
-3,0.0502202046468595,0.00767650725790636
-2,0.0548089470206118,0.00766822690984271
-1,0.0585309336064524,0.00765867560930296
0,0.0610468020785302,0.00776690629276525
1,0.0620797945541699,0.00813488220660906
2,0.0614564377748514,0.00889803903777414
3,0.0591384685697085,0.0101546390745513
4,0.0552386761248145,0.011939767671751
5,0.0500150891147405,0.0142093606119295
6,0.043841980472544,0.0168382527795604
7,0.0371615808187533,0.0196339205707496
8,0.0304254408444339,0.0223645237889255
9,0.0240372151591758,0.0247965142833794
10,0.0183081419987409,0.0267342821054971
11,0.0134328084647819,0.0280530184924378
12,0.00948725488516321,0.0287169262358571
13,0.00644600577621109,0.0287782155980956
14,0.00421090697790422,0.0283572651415137
15,0.00264352809140431,0.0276094646698194
16,0.00159415612580182,0.0266879020179321
17,0.000923114363940877,0.0257119074626438
18,0.000513118815327352,0.0247491806433725
19,0.000273713710198988,0.0238146059876219
20,0.000140083114508246,0.0228836016040416
21,6.8769214281627e-05,0.0219138203419985
22,3.23773955202299e-05,0.0208675072506137
23,1.46170719419818e-05,0.0197279896177773
24,6.32688046942434e-06,0.0185067460059835
25,2.62529220593187e-06,0.0172408612151581
