s,p,q
-25,1.24093746318078e-05,0.00867818072675653
-24,2.71199249708832e-05,0.00987810902274109
-23,5.683425276306e-05,0.0108806926494581
-22,0.00011423787257185,0.0116081599832862
-21,0.000220292739176092,0.0120044493644906
-20,0.000407673212966724,0.0120430184583463
-19,0.00072427215986136,0.0117320458238959
-18,0.00123581469163517,0.0111168194223459
-17,0.0020262139937016,0.0102791263583705
-16,0.00319415907212032,0.0093333250693301
-15,0.00484477214617923,0.00841869610542742
-14,0.00707614804868698,0.00768777518701922
-13,0.00996208966373343,0.00729072363352883
-12,0.0135339774034318,0.00735639804725738
-11,0.0177658202809216,0.00797166684291006
-10,0.0225665050194984,0.00916167219555561
-9,0.027781806643305,0.0108749527305194
-8,0.0332061679704464,0.0129781222349771
-7,0.0386015065544507,0.0152644230026519
-6,0.0437185210001348,0.0174783519998195
-5,0.0483159810617605,0.0193547087018841
-4,0.0521753242007358,0.0206657407664302
-3,0.0551106461859222,0.0212662053139672
-2,0.0569764285207235,0.0211248541272156
-1,0.0576758512697696,0.0203330896944452
0,0.0571709468773612,0.0190870079896624
1,0.0554929545750987,0.0176461243877159
2,0.0527486191310891,0.0162784822680134
3,0.0491174087728402,0.0152055301936113
4,0.0448364266312594,0.0145600766911983
5,0.0401736212376681,0.0143669893577889
6,0.0353941901583385,0.0145502901017633
7,0.0307279429346149,0.0149635908404161
8,0.0263455504879772,0.0154350942793536
9,0.0223489311537995,0.0158150020794569
10,0.018776579703448,0.0160129379923527
11,0.0156201906314726,0.0160160111337957
12,0.0128461117402124,0.0158836978908924
13,0.010414849734749,0.0157223225346531
14,0.00829382624744024,0.0156476399746663
15,0.00646178193483291,0.0157470956371058
16,0.00490627760167585,0.0160527855152502
17,0.00361757953290715,0.0165322077093436
18,0.00258245811210989,0.0170980013086663
19,0.00178038750095202,0.0176320787182131
20,0.00118303297443849,0.0180158031992793
21,0.000756490651744953,0.0181572013088269
22,0.000464956869924429,0.0180084567839803
23,0.000274425858660614,0.0175708768984887
24,0.000155430803976469,0.0168884798056622
25,8.44342376300853e-05,0.0160339633858311
