s,p,q
-25,4.50470257902422e-05,8.34163128768018e-06
-24,8.64331324454582e-05,1.86338480518065e-05
-23,0.000159027976647103,3.98671588349132e-05
-22,0.000280701295395418,8.16999780634463e-05
-21,0.000475612448758325,0.000160385424095592
-20,0.000774177445590224,0.000301647202206908
-19,0.00121185264776309,0.000543622293614974
-18,0.00182664455004867,0.000938973911121564
-17,0.00265573302013211,0.00155486697515686
-16,0.00373213843705369,0.00246934849649574
-15,0.00508270715429932,0.00376306688327776
-14,0.00672853226884656,0.0055063873551695
-13,0.00868809349688076,0.00774373503432735
-12,0.0109820187854585,0.0104789400235407
-11,0.0136369390860813,0.0136666215643319
-10,0.0166851628882053,0.0172143003407813
-9,0.0201574840060465,0.02099743330558
-8,0.0240685173529326,0.0248852472815985
-7,0.0283969813976291,0.0287704484654249
-6,0.0330661603879678,0.0325926154863025
-5,0.0379311040972081,0.0363452029509648
-4,0.0427781758234787,0.0400603453783417
-3,0.0473394995282434,0.0437731126874737
-2,0.051320769707639,0.0474750187809536
-1,0.0544372850115055,0.0510722517052166
0,0.0564511641603338,0.0543647434191446
1,0.0572028807722775,0.057057056080899
2,0.0566320084558481,0.0588025488433063
3,0.0547844478762738,0.0592715571934362
4,0.0518056255776125,0.0582260904571984
5,0.0479209564809386,0.0555807321858858
6,0.0434064352933177,0.0514330069610621
7,0.0385537581798567,0.0460551943318269
8,0.0336356682759287,0.0398504185197898
9,0.0288776394784599,0.033285224658431
10,0.0244409237466586,0.026815916548138
11,0.0204192896532611,0.0208255394430564
12,0.0168481910295878,0.0155833572237413
13,0.0137219153359762,0.0112312271944916
14,0.0110127000937633,0.0077940641887524
15,0.00868639674482304,0.00520667080840671
16,0.00671157214820377,0.00334747529046816
17,0.00506184693265866,0.00207083571317704
18,0.00371356430792063,0.00123242237098236
19,0.00264182465130462,0.000705466272327001
20,0.00181748759222004,0.000388341410103826
21,0.00120647894771421,0.000205536958007501
22,0.000771377424517405,0.000104573698471705
23,0.000474349575895564,5.11361833824819e-05
24,0.000280245865312492,2.40283526719573e-05
25,0.000158937156697335,1.08474074911245e-05
