s,p,q
-25,1.18464762608776e-05,2.47440044240639e-06
-24,2.56638050718672e-05,5.57915016980013e-06
-23,5.32921847572633e-05,1.2055185249871e-05
-22,0.00010610190635734,2.49681159406352e-05
-21,0.000202596066771526,4.95826007914475e-05
-20,0.000371148699796794,9.44420572861987e-05
-19,0.000652636845986717,0.000172623885185351
-18,0.00110215849155882,0.000302971259330311
-17,0.0017887964903193,0.000510985714331733
-16,0.00279242326987708,0.000829012636615688
-15,0.00419698733630402,0.00129544192208252
-14,0.00608059442810892,0.00195292941731209
-13,0.00850379210349709,0.00284609103075762
-12,0.011498374737772,0.00401957786018504
-11,0.0150592668242075,0.00551764351117177
-10,0.0191413210069476,0.00738598002803601
-9,0.0236613129400392,0.00967558145127179
-8,0.028503642631554,0.0124468510354403
-7,0.033527135250185,0.0157706283904147
-6,0.0385705500830851,0.0197220694840214
-5,0.0434559836310649,0.024364128247722
-4,0.0479915287700157,0.0297201035581607
-3,0.0519760967344855,0.0357389280046675
-2,0.0552092007983271,0.0422613742706791
-1,0.0575065711157711,0.0489984065541712
0,0.0587195962385387,0.0555328492525767
1,0.0587542560898278,0.0613515230658375
2,0.0575846801144453,0.0659075048069362
3,0.0552580181971763,0.0687031540975008
4,0.0518901008741953,0.0693769263435681
5,0.0476539312058827,0.0677736133680713
6,0.0427642089019509,0.0639801712317964
7,0.0374605963427477,0.0583173571273022
8,0.0319910383564705,0.0512886219377141
9,0.0265952941983649,0.0434985088635906
10,0.0214887154520437,0.0355597678818124
11,0.0168471639325878,0.0280095432281699
12,0.0127950551966367,0.0212504740361518
13,0.00939892907878803,0.0155243939554798
14,0.00666822125569561,0.0109174767234713
15,0.0045632657058812,0.00738884177986015
16,0.00300872850150819,0.00481134125774959
17,0.0019094444188234,0.00301358660245247
18,0.0011654316402631,0.00181519300506742
19,0.000683626330657225,0.00105118442488322
20,0.000385167584665868,0.000585125136431503
21,0.000208338535021506,0.000312990142820052
22,0.000108144589654769,0.000160851418200812
23,5.38532670536335e-05,7.94024809003303e-05
24,2.57201329453477e-05,3.76412132730537e-05
25,1.17785182939138e-05,1.71325568834381e-05
