s,p,q
-25,0.00029847217903439,2.14535653464962e-07
-24,0.000499946661787148,5.62357698246075e-07
-23,0.000803563743658975,1.41350461327747e-06
-22,0.00124031072574456,3.40749916016926e-06
-21,0.00184038253549563,7.87995532098722e-06
-20,0.00262881926637239,1.74852396155923e-05
-19,0.00362153288708014,3.72397182315619e-05
-18,0.00482335688384246,7.61507170697942e-05
-17,0.00622959417083281,0.000149568749391819
-16,0.00783162134805529,0.000282290112052468
-15,0.00962556137154567,0.000512212967069381
-14,0.0116213734578355,0.000894008797351156
-13,0.0138486769718915,0.00150185949604116
-12,0.0163558772475219,0.00242993889627822
-11,0.0192008780563821,0.00378914873675482
-10,0.0224343643273892,0.0056988230960655
-9,0.026079309164616,0.00827280263584738
-8,0.0301119128285754,0.0116004360842408
-7,0.0344489889500469,0.0157245200677468
-6,0.0389450246821576,0.0206196303424629
-5,0.04339959039795,0.026175341243764
-4,0.0475735142273088,0.0321890913316079
-3,0.0512109815766475,0.0383726303475589
-2,0.054064526064214,0.0443739473320099
-1,0.0559202447517929,0.0498134882075306
0,0.0566208694046176,0.0543298703114081
1,0.0560842667292686,0.0576271388546697
2,0.0543147611028152,0.0595140346129488
3,0.0514049353665179,0.0599266679308007
4,0.0475267112088276,0.0589295852145093
5,0.0429124834312766,0.0566955858968183
6,0.0378292707125743,0.0534700572704597
7,0.0325503935509389,0.0495291321713634
8,0.0273294706068517,0.04514143909846
9,0.0223804757518981,0.0405406796789755
10,0.017865725973343,0.035911999945915
11,0.0138917433161337,0.0313908950785525
12,0.0105115798615514,0.0270706224292011
13,0.00773164264982156,0.0230133088020282
14,0.00552114147919096,0.0192607437527077
15,0.00382265603592713,0.0158424204326288
16,0.00256268410211386,0.0127799604990104
17,0.00166127877768438,0.0100882379855652
18,0.00104006139489231,0.00777422815575854
19,0.00062811012841342,0.00583492284186307
20,0.000365520586451025,0.00425563550632414
21,0.000204774928941865,0.00300969957224769
22,0.00011034966819663,0.00206001139162394
23,5.7158828098181e-05,0.00136223681083488
24,2.84411286348801e-05,0.000868989338484077
25,1.35873452703639e-05,0.000534058487080203
