s,p,q
-25,0.0014070211057973,1.18751494336375e-05
-24,0.00201876840147163,2.54863315712167e-05
-23,0.00277428538830813,5.24631010888129e-05
-22,0.00365265192589658,0.000103602593637473
-21,0.00460956294423072,0.000196320552828545
-20,0.00558036968316783,0.000357082513934218
-19,0.00649006070319235,0.000623640301167498
-18,0.00726977573304531,0.00104628519801217
-17,0.00787733964602383,0.00168711486151266
-16,0.00831750828718144,0.00261636027426675
-15,0.0086567784741653,0.00390528556342036
-14,0.00902808523245812,0.00561609543245588
-13,0.00962241734132232,0.0077904890640635
-12,0.0106668950858942,0.010439574262994
-11,0.0123915899564479,0.0135382509329431
-10,0.0149898006914792,0.0170264307664409
-9,0.0185782466165179,0.0208175016050251
-8,0.0231643977897281,0.0248117660038419
-7,0.0286276581807983,0.0289102057086904
-6,0.0347191684522363,0.0330230407871119
-5,0.0410817073696529,0.037068969017972
-4,0.0472871427762112,0.0409645848768425
-3,0.052885173847553,0.044608096268646
-2,0.0574548870003723,0.04786514185488
-1,0.0606506594133337,0.0505653778546542
0,0.0622360808076449,0.0525156542267257
1,0.062102873152226,0.0535297252605706
2,0.060274937271923,0.0534677051216646
3,0.0568996158314481,0.052273671292346
4,0.0522287984615117,0.0499990974623765
5,0.0465921724835108,0.0468036658174391
6,0.0403646470014624,0.042932042516554
7,0.0339303715950376,0.0386726867634568
8,0.0276467821747171,0.034309924197383
9,0.0218130743662901,0.0300816806256173
10,0.0166476034702671,0.0261524519729005
11,0.0122774790735012,0.0226057346208434
12,0.00874125861681128,0.0194543565638266
13,0.00600290901299156,0.0166627850146598
14,0.00397303621088383,0.0141735580684163
15,0.00253245083320963,0.011930554641694
16,0.00155358761825705,0.00989420537352814
17,0.000916762420608156,0.00804693156669417
18,0.00052009562171506,0.00639005754767723
19,0.000283543711622199,0.00493541637871539
20,0.000148489440917963,0.00369551359570177
21,7.46721558558735e-05,0.00267552289307211
22,3.60475937733249e-05,0.0018690033049434
23,1.67005627649307e-05,0.0012576476746691
24,7.42368990697139e-06,0.000814128192478004
25,3.1655651114902e-06,0.000506492367374694
