s,p,q
-25,1.00414411220472e-05,0.00989050413705891
-24,2.16961988740664e-05,0.0119061621963454
-23,4.50233697210675e-05,0.0140401236104841
-22,8.97748295282042e-05,0.0162266291026965
-21,0.000172090234660198,0.0183702028831123
-20,0.000317318296760704,0.0203428247493476
-19,0.00056318926742623,0.0219908784629305
-18,0.000962827622931496,0.023154394023659
-17,0.00158680200892245,0.0236965459988672
-16,0.00252319024264001,0.0235364535109363
-15,0.00387459651035063,0.0226752977140647
-14,0.0057512799237294,0.0212063076990413
-13,0.00826006295116399,0.0193034700497917
-12,0.0114894327089573,0.0171904242614485
-11,0.0154921122321958,0.0150974155138137
-10,0.0202672184544582,0.0132179811245878
-9,0.0257447941873722,0.0116769572640079
-8,0.0317758589033779,0.0105176653445848
-7,0.0381310069563171,0.00971029397305302
-6,0.0445098228469677,0.00917757061819364
-5,0.0505618797166513,0.00882957653587023
-4,0.0559179405314308,0.00859796294230811
-3,0.0602276043296928,0.00846091898273295
-2,0.0631977229602667,0.00845333338695397
-1,0.0646251904535594,0.0086606074685007
0,0.0644185988092349,0.00919842257757129
1,0.0626055929363807,0.0101836108335001
2,0.059325786812311,0.0117027096865847
3,0.0548117996613449,0.0137847945468693
4,0.0493625311580006,0.0163840545365859
5,0.0433129984170657,0.0193756774754602
6,0.037004297327697,0.0225662732553223
7,0.0307562203582425,0.0257175438048584
8,0.0248443182482036,0.0285794419054615
9,0.0194828639015016,0.0309269722144753
10,0.0148149886711427,0.0325935262616408
11,0.0109108123370541,0.0334937139818538
12,0.00777347318465383,0.0336304170299833
13,0.00535173302186234,0.033084196667808
14,0.00355670138149228,0.0319875972862499
15,0.00227963273454933,0.0304910828358971
16,0.00140792159805868,0.0287298776859184
17,0.000837259669324757,0.0268007392340757
18,0.000479093742785724,0.0247544593808565
19,0.000263636513635582,0.0226046423249725
20,0.000139442015915628,0.0203479141500185
21,7.08584611828838e-05,0.0179872237676219
22,3.45805480396699e-05,0.0155495920300327
23,1.62019835573865e-05,0.0130925174090146
24,7.28574130028113e-06,0.0106979159404192
25,3.14367788641478e-06,0.00845698152561878
