s,p,q
-25,2.48330611805346e-05,0.000316192973153943
-24,4.97556482838281e-05,0.000529385518531896
-23,9.56752604292569e-05,0.00085225054459525
-22,0.000176665325716524,0.00132085927249154
-21,0.000313475994285064,0.00197374744207022
-20,0.000534975157240288,0.00284891708370791
-19,0.00087900855728657,0.00398108699500422
-18,0.00139227411649491,0.00540026302110596
-17,0.00212894806417621,0.0071323951711328
-16,0.00314807888758486,0.0092020104585929
-15,0.00451008201709626,0.0116354439492005
-14,0.00627285730638095,0.0144621088682011
-13,0.0084879560800236,0.017710772843141
-12,0.011196810908023,0.0213985567229307
-11,0.0144264805053298,0.0255124795317312
-10,0.0181840062529352,0.0299864318170661
-9,0.0224486990649596,0.0346795595137287
-8,0.0271626349143532,0.0393640045680438
-7,0.0322211032076081,0.0437297095358735
-6,0.0374661190693464,0.0474110087466213
-5,0.0426866429018331,0.0500343173696939
-4,0.0476283480368621,0.051279690264241
-3,0.0520136654116716,0.0509433989560209
-2,0.0555700130808803,0.0489861294886578
-1,0.058061537506324,0.0455533478457309
0,0.0593182688824219,0.0409607295819977
1,0.0592568503833633,0.0356465295125312
2,0.0578888925963328,0.0301014720140146
3,0.0553159395642462,0.0247922871440254
4,0.0517130935071505,0.0200957185261058
5,0.0473055981347776,0.0162558279113008
6,0.042343497065864,0.0133704608034792
7,0.0370787639692699,0.0114052708146219
8,0.0317475037043736,0.0102278626498793
9,0.0265577669888994,0.00965156723671498
10,0.0216820176988544,0.00947822231229369
11,0.0172527903115502,0.00953150744799453
12,0.0133604918867458,0.00967599841187257
13,0.0100531337236162,0.00982124816115665
14,0.00733841197039872,0.0099139779741627
15,0.00518860919435093,0.00992403207448871
16,0.00354826575989028,0.00983047640635961
17,0.0023437980039297,0.00961293308306583
18,0.00149364205315588,0.00925041473512271
19,0.000917362043622627,0.00872661519271402
20,0.000542510506158197,0.00803807837444303
21,0.000308680369799448,0.00720082274756567
22,0.000168870167540017,0.00625202172768509
23,8.87754032432375e-05,0.0052456197392407
24,4.48247713142073e-05,0.00424322797428562
25,2.17295537585068e-05,0.00330328175583172
