s,p,q
-25,2.30344092231338e-07,0.00709924681348954
-24,5.91509252732328e-07,0.00724687968130433
-23,1.457702196591e-06,0.00774731238655261
-22,3.44891222040697e-06,0.00850852052358514
-21,7.83813699811729e-06,0.00942285996381689
-20,1.71199300391579e-05,0.0103865991917547
-19,3.59601076806813e-05,0.0113153024146419
-18,7.26893420686935e-05,0.0121531283254001
-17,0.000141507201925842,0.012875486989599
-16,0.000265517023527377,0.0134856847809477
-15,0.000480587076746175,0.0140069807878994
-14,0.00083980324506043,0.0144718647942187
-13,0.00141792718548558,0.0149105219393128
-12,0.00231480970987121,0.0153405860398011
-11,0.00365618316642274,0.015760441599929
-10,0.00558979030130381,0.0161482698153506
-9,0.00827461746677347,0.0164683339562441
-8,0.0118613970576523,0.0166843868637025
-7,0.0164638591024126,0.0167777221594979
-6,0.0221226288067096,0.0167649829852829
-5,0.0287669814710445,0.0167094135904772
-4,0.0361830884974039,0.0167197009192527
-3,0.0439995630966142,0.0169332482977968
-2,0.051700503065614,0.017485172815335
-1,0.0586718180591697,0.0184692827039641
0,0.0642786922745644,0.01990112778586
1,0.0679624899497973,0.0216944160168524
2,0.0693374318366374,0.0236598333246085
3,0.0682642211141467,0.025529856857899
4,0.0648813757055361,0.027005928759988
5,0.0595848300078527,0.0278175709380319
6,0.0529594906019471,0.0277789555037674
7,0.04567863447581,0.0268285968268281
8,0.0383944565500281,0.0250422719514788
9,0.0316436726047443,0.0226165647640216
10,0.0257862635291099,0.0198281540147654
11,0.0209856036720079,0.0169796973697774
12,0.0172276249271868,0.0143453762616194
13,0.0143682712978293,0.0121276971418362
14,0.0121940861018623,0.0104330344257869
15,0.010480733517932,0.00926827048603968
16,0.00903778904749963,0.00855623167927754
17,0.00773371250004235,0.00816435185058067
18,0.00650079659092574,0.00793939439968038
19,0.0053245529922256,0.00774098904556724
20,0.00422451510570046,0.00746788771952136
21,0.00323359829148917,0.00707288240578692
22,0.00238144730246561,0.00656487809087818
23,0.00168453848843476,0.00599920901346926
24,0.00114318652688368,0.00545941329202634
25,0.000743767373471166,0.00503492863771392
