s,p,q
-25,4.62220476049607e-05,5.87295877377312e-06
-24,9.55659736777569e-05,1.3072308986757e-05
-23,0.000189546516219191,2.78638887339994e-05
-22,0.000360669984672917,5.68786148538788e-05
-21,0.000658432839034541,0.000111200688253394
-20,0.00115331958512669,0.000208239864097562
-19,0.00193847335801476,0.000373580276214022
-18,0.00312669879298236,0.000642185166764408
-17,0.00484044431897426,0.00105809206792999
-16,0.00719338051224482,0.00167169795216667
-15,0.0102643669729935,0.00253409740541676
-14,0.0140677414252822,0.00368880627609594
-13,0.018527107260203,0.00516247511555385
-12,0.0234617645000926,0.00695747140168493
-11,0.0285942001062135,0.00904983830926222
-10,0.0335828580601412,0.0113954548636967
-9,0.0380772725022688,0.0139449151602009
-8,0.0417845690839568,0.016664097343525
-7,0.0445302785409514,0.0195537797810916
-6,0.0462951525260211,0.0226596299732902
-5,0.0472145737259172,0.026064882516313
-4,0.0475373112221054,0.0298624994646149
-3,0.0475527451462606,0.0341105898075259
-2,0.0475061167575937,0.0387820762099348
-1,0.0475261198164285,0.043724240830118
0,0.0475863335216319,0.0486436614840905
1,0.0475122614547568,0.0531265361357522
2,0.0470321125756432,0.0566948154706446
3,0.0458563325812046,0.058887834304018
4,0.043762542124851,0.0593507620721003
5,0.0406616422755619,0.0579080463250472
6,0.0366275285976864,0.0546032906452808
7,0.0318846170256912,0.0496957526219242
8,0.0267600480666312,0.0436151095731919
9,0.0216167440896764,0.0368867067375833
10,0.0167867266171169,0.0300459888223917
11,0.0125209859551409,0.0235615649392072
12,0.00896474911985259,0.0177817303168181
13,0.00615842451943526,0.0129113385209357
14,0.00405779467770104,0.00901754102932162
15,0.00256385511127021,0.00605661119082501
16,0.00155310229049445,0.00391121832178882
17,0.000901880031148918,0.00242809490715703
18,0.000501986586833829,0.001448964692904
19,0.000267788832407753,0.000831372397617202
20,0.000136905049001168,0.000459379676641901
21,6.70730686699299e-05,0.000246234222057377
22,3.14889156951306e-05,0.000131954278899092
23,1.41654455647338e-05,7.8595467625988e-05
24,6.10590877772064e-06,6.5235387695712e-05
25,2.52176302524383e-06,8.3826450532479e-05
