s,p,q
-25,1.328749021259e-05,0.00667411039603097
-24,2.77054808196196e-05,0.00656987240991078
-23,5.53999762802938e-05,0.00671679002957602
-22,0.000106265217867706,0.00701008162552659
-21,0.000195592022899357,0.00734343521062801
-20,0.000345590196500379,0.00763610956393869
-19,0.000586453962879352,0.00785404574096616
-18,0.000956385038370975,0.00802046185915995
-17,0.0014999952467797,0.00821313883273207
-16,0.00226477466074235,0.00854811684948646
-15,0.00329587121452449,0.00915244226947338
-14,0.00463018621902307,0.0101313614622733
-13,0.00629148049687366,0.0115373025296193
-12,0.00828842263153555,0.0133485178289656
-11,0.0106169435267547,0.0154639533661062
-10,0.0132667918697808,0.0177176677667486
-9,0.0162301479401708,0.0199113582558482
-8,0.0195083310663272,0.0218583034037982
-7,0.0231120227981945,0.0234278468876689
-6,0.0270517742334049,0.0245780276384445
-5,0.0313188883180879,0.0253661082810035
-4,0.0358610950112824,0.0259323784704299
-3,0.0405610222252327,0.0264601932674365
-2,0.0452264857636269,0.027122350083162
-1,0.0495990978670336,0.0280282269293355
0,0.053382156895161,0.029186157043385
1,0.0562822483451362,0.0304913249308257
2,0.0580541439356233,0.0317424424268173
3,0.058537507573448,0.0326827938390182
4,0.0576770170516045,0.0330551212691371
5,0.0555233068201945,0.0326567994677611
6,0.0522180180042955,0.0313823816394994
7,0.0479698064160403,0.0292444387824303
8,0.0430283814980867,0.0263694389392093
9,0.0376612235882176,0.0229715755870456
10,0.0321343688290963,0.0193123338115086
11,0.0266963792926418,0.0156560101036221
12,0.0215642043527379,0.0122309770452649
13,0.0169107399075225,0.00920366045818775
14,0.0128553734685952,0.00666807855212128
15,0.0094595341056517,0.00464972033863893
16,0.00672874302507467,0.00311962377183348
17,0.00462116557926429,0.00201330509171502
18,0.00306097134587892,0.00124960984507933
19,0.00195368906566502,0.000746057415723127
20,0.00120059225903591,0.000429117914558561
21,0.000709881724594364,0.000239483984726599
22,0.000403624443814055,0.000133439188550579
23,0.000220575918321675,8.18209656105926e-05
24,0.000115810378761744,6.79665566247115e-05
25,5.83970958678997e-05,8.56253814241473e-05
