s,p,q
-25,1.37387735383802e-06,6.59087807962929e-06
-24,3.21286136027272e-06,1.52125167141474e-05
-23,7.2043161671438e-06,3.36445075171035e-05
-22,1.54961808077246e-05,7.13024597189386e-05
-21,3.19896078180478e-05,0.000144809996306815
-20,6.34197146578904e-05,0.00028185684779822
-19,0.000120842332670343,0.000525816957194953
-18,0.000221525346781264,0.000940299987632353
-17,0.000391164963482712,0.0016120821764137
-16,0.000666271012409423,0.00265019231671711
-15,0.00109652196626096,0.00417869880685232
-14,0.00174689065960269,0.00632140628796234
-13,0.00269934146180629,0.00917853186983168
-12,0.0040537825001811,0.012798370519224
-11,0.00592757287222437,0.0171502226978499
-10,0.00845216865402556,0.0221071113877428
-9,0.0117646233766695,0.0274465780370078
-8,0.0159911710615092,0.0328742174857096
-7,0.0212208051199716,0.0380679906651513
-6,0.0274693035879475,0.0427337064543171
-5,0.0346385422819807,0.0466564129904829
-4,0.0424810509615567,0.0497316333874897
-3,0.0505833824047741,0.0519656521792418
-2,0.0583814449370966,0.0534441132825711
-1,0.0652149669725558,0.0542794352302471
0,0.0704174253823915,0.0545554966853629
1,0.0734253548248327,0.0542892936159403
2,0.0738817831165832,0.0534231021999972
3,0.0717068757126371,0.0518494637648557
4,0.0671162749209236,0.0494594676550431
5,0.0605819098455812,0.0461968970988218
6,0.0527461095170767,0.0420995803182926
7,0.0443118655577466,0.0373147019269451
8,0.0359361251037772,0.0320842876280559
9,0.0281485269412023,0.0267067620627252
10,0.0213077490646773,0.0214870067529409
11,0.0155959886465675,0.0166889886157792
12,0.011043021959285,0.0125020956877762
13,0.00756691747293302,0.00902664071548093
14,0.00501875031136023,0.00627795020915462
15,0.0032220231707605,0.0042039892821706
16,0.00200191501908684,0.00270951830384041
17,0.00120335209988246,0.00168021466801683
18,0.000699429264907602,0.00100218696380974
19,0.00039283890058066,0.000574807222005894
20,0.000213048780303076,0.0003169346051476
21,0.000111477710405499,0.000167950113537154
22,5.62321437043339e-05,8.55159924000237e-05
23,2.73223777183677e-05,4.18280614850804e-05
24,1.27778052532602e-05,1.96490832772048e-05
25,5.74763174705784e-06,8.86290034956002e-06
