s,p,q
-25,0.000301262318169131,4.52785761066334e-07
-24,0.000505677567125752,1.13208809270213e-06
-23,0.000814798384860239,2.71493027187632e-06
-22,0.00126131653949885,6.24639357305946e-06
-21,0.00187780740391853,1.37914339672922e-05
-20,0.00269227300922083,2.92303984168383e-05
-19,0.00372372697401685,5.9492553207438e-05
-18,0.00497927253753102,0.000116325529649367
-17,0.00645402065357361,0.000218616018188932
-16,0.00813443905433783,0.000395115987168945
-15,0.0100044576072064,0.000687192276965703
-14,0.012052355203619,0.00115094577891244
-13,0.0142757665202295,0.0018578215561751
-12,0.0166825668166295,0.00289276108398712
-11,0.0192869226352095,0.00434912697432782
-10,0.0221018201449392,0.00632009109793971
-9,0.0251308887902114,0.00888685464109874
-8,0.0283624387767937,0.0121048115957736
-7,0.0317671229796842,0.0159893930547372
-6,0.0352982459831693,0.0205037018721754
-5,0.0388918586666259,0.0255501205703379
-4,0.0424637041739572,0.0309678737759159
-3,0.0459022435781787,0.0365380674284733
-2,0.0490605181516208,0.0419969619512338
-1,0.0517526389380064,0.0470570837201578
0,0.0537613054084962,0.0514342591947237
1,0.0548600306901578,0.0548770394701498
2,0.054848423409428,0.0571938045513353
3,0.0535931034407876,0.0582726946366958
4,0.0510631952305589,0.0580907305298812
5,0.0473495977687695,0.0567108310384694
6,0.0426614404600328,0.0542681548007351
7,0.0372996806923491,0.050949336991608
8,0.0316141866402457,0.0469690864440228
9,0.0259546509004927,0.042548174606418
10,0.0206262249432314,0.03789555160064
11,0.0158581809609804,0.0331958412828236
12,0.0117895395763336,0.0286022911824383
13,0.00847109184259398,0.0242345183835268
14,0.00587988434189415,0.0201799716370593
15,0.00394063234135482,0.0164977743543546
16,0.00254860797413235,0.0132235145955421
17,0.00158980833365214,0.0103737108438049
18,0.000955984828951153,0.00794916386045134
19,0.000553835464379352,0.00593708930845605
20,0.000308955823419129,0.00431254492792565
21,0.00016586983124378,0.00303995256130559
22,8.56591668612843e-05,0.00207536720086594
23,4.25313111355581e-05,0.00136968191543617
24,2.02945751140398e-05,0.000872438439729676
25,9.30273986558477e-06,0.000535585693774354
