0-5.0,500,-71.2154,-68.4725,0
0-5.0,525,39.5185,-18.7187,1
0-5.0,527,-33.289,-46.3875,1
0-5.0,530,-33.2636,-82.0641,1
0-5.0,535,33.5211,-60.123,1
0-5.0,552,46.2657,28.6543,1
0-5.0,559,33.815,103.097,1
