t,g,R,Q,P,Sn,SnPrime,anomaly
1881,18.9124926576902,0.0626755192921764,0.0627989219482115,0.0589837739098969,18.9124926576902,0.0479270659861072,0
1882,18.8989904612846,-0.0135021964056596,0.275299899898136,0.279042261411669,18.8989904612846,0.0453368853359344,0
1883,18.8253076440422,-0.073682817242354,0.195539994230226,0.210492021504572,18.8253076440422,0.0464760685954758,0
1884,18.8654801614832,0.0401725174409309,0.254922164667343,0.244884273165737,18.8654801614832,0.0459833766199638,0
1885,19.0350562140173,0.169576052534123,0.276157716203705,0.233083343142094,19.0350562140173,0.0464386289650226,0
1886,19.0191615401887,-0.0158946738286136,0.134272146765035,0.136423410266779,19.0191615401887,0.0477807669166696,0
1887,19.1343580528103,0.115196512621639,0.274957991494325,0.245040086413184,19.1343580528103,0.0486423972386612,0
1888,19.2144624874081,0.0801044345977724,0.277234973098708,0.255893409936627,19.2144624874081,0.0507504878426793,0
1889,19.2345311299546,0.0200686425465031,0.267835929064458,0.262514402057341,19.2345311299546,0.0507911258159558,0
1890,19.2466873798932,0.0121562499386405,0.111369922389478,0.110024277346949,19.2466873798932,0.0492679445009431,0
1891,19.0653120918272,-0.181375288066069,0.120437331654124,0.14438810337333,19.0653120918272,0.0476473422735541,0
1892,19.0702353284763,0.00492323664913696,0.217665236636148,0.216596252755399,19.0702353284763,0.0471726134519168,0
1893,19.1818963975653,0.111661069089002,0.264827866548081,0.236848094851612,19.1818963975653,0.0470841793986081,0
1894,19.1859041106034,0.00400771303811642,0.262901129554137,0.261849605779702,19.1859041106034,0.0493165947135886,0
1895,19.0943552779391,-0.0915488326642984,0.135423096508033,0.148406147995816,19.0943552779391,0.0482653526646574,0
1896,19.1147215822865,0.0203663043473366,0.156195569388375,0.153046617980301,19.1147215822865,0.0471817125680081,0
1897,19.1457925328526,0.0310709505661277,0.217752189124389,0.211090450821611,19.1457925328526,0.0484350061499043,0
1898,19.1083479631454,-0.0374445697072203,0.162071939439436,0.168255705194851,19.1083479631454,0.0462152399116376,0
1899,19.2224809062379,0.114132943092509,0.268529128448263,0.239565400561806,19.2224809062379,0.0474208697761677,0
1900,19.2175457983412,-0.00493510789662932,0.271767284292344,0.273111800099551,19.2175457983412,0.0482819769152871,0
1901,19.2023815276322,-0.0151642707089972,0.275286882525666,0.279493219747667,19.2023815276322,0.046922283884324,0
1902,19.2778478711444,0.0754663435121834,0.2702041582005,0.250563271943123,19.2778478711444,0.0462562833051987,0
1903,19.2160798382249,-0.0617680329195338,0.277080039806209,0.294734352232098,19.2160798382249,0.0452671791267892,0
1904,19.3763146223455,0.160234784120636,0.237857012343152,0.202640793304235,19.3763146223455,0.0463563527246571,0
1905,19.3987426999196,0.0224280775740771,0.276084594487887,0.269961469416121,19.3987426999196,0.0458099911046635,0
1906,19.4319420981468,0.0331993982271535,0.258668428351013,0.250221779823909,19.4319420981468,0.0449718248860639,0
1907,19.4516018268045,0.0196597286577145,0.277221635082768,0.271824757360338,19.4516018268045,0.0440788265154841,0
1908,19.3513666511132,-0.100235175691302,0.136233683398548,0.150596917524336,19.3513666511132,0.0420130363771277,0
1909,19.543766720904,0.192400069790871,0.121464842387748,0.100205671420538,19.543766720904,0.0426587124544563,0
1910,19.6436449473369,0.0998782264328661,0.252054451376661,0.228096073369505,19.6436449473369,0.042891241728994,0
1911,19.6532515273146,0.00960657997769543,0.275143909627286,0.272513373113969,19.6532515273146,0.0421131811546205,0
1912,19.7638782799979,0.110626752683241,0.265571717987668,0.237759147451162,19.7638782799979,0.0420292013400635,0
1913,19.6295011949663,-0.134377085031504,0.197402963713477,0.225794258870605,19.6295011949663,0.0408949563973645,0
1914,19.7384762532675,0.108975058301164,0.217913919198529,0.195414913660716,19.7384762532675,0.0413335001549644,0
1915,19.9112217658383,0.172745512570788,0.214808233855203,0.180729272950143,19.9112217658383,0.0424583392127288,0
1916,19.8453992651448,-0.0658225006934914,0.175332731030567,0.187261865879091,19.8453992651448,0.0406531754006257,0
1917,19.8392849945843,-0.00611427056046354,0.262584502804231,0.264194933787669,19.8392849945843,0.0399635791631968,0
1918,19.9794982560722,0.140213261487824,0.257807716616458,0.224079468972954,19.9794982560722,0.0417849973500556,0
1919,20.0064282908882,0.0269300348160413,0.260599106089936,0.253674817228215,20.0064282908882,0.0409889678892139,0
1920,20.1005930313574,0.0941647404691703,0.269265305129692,0.24506718991954,20.1005930313574,0.0416641166871995,0
1921,20.171929306665,0.0713362753076743,0.2474364014744,0.230400087809765,20.171929306665,0.0415768625668765,0
1922,20.2411017304493,0.0691724237842133,0.275708506114654,0.257281739365492,20.2411017304493,0.0422381623119933,0
1923,20.2485752591456,0.00747352869630835,0.280650353423333,0.278560723135466,20.2485752591456,0.0418675253808765,0
1924,20.1755237251125,-0.0730515340330715,0.224225055455328,0.241218169919533,20.1755237251125,0.0398843971923814,0
1925,20.1892828006076,0.0137590754951249,0.178464050597355,0.176025365749091,20.1892828006076,0.0392312595436773,0
1926,20.2511175071201,0.0618347065124421,0.27946462257609,0.262707436462538,20.2511175071201,0.039619968551736,0
1927,20.2728448406419,0.0217273335218351,0.26202816984902,0.25639639963616,20.2728448406419,0.0393815732733462,0
1928,20.3911715758882,0.118326735246322,0.276666365318413,0.245791984723731,20.3911715758882,0.0405507038889468,0
1929,20.4833302972035,0.0921587213152428,0.149544809870125,0.136378943207094,20.4833302972035,0.0410169300820552,0
1930,20.5395591100827,0.0562288128792592,0.226640035447995,0.214247994966122,20.5395591100827,0.0415821798516108,0
1931,20.4896858018045,-0.0498733082782694,0.118150636177393,0.124192613658945,20.4896858018045,0.0412124629806294,0
1932,20.5607749635392,0.0710891617347926,0.275316015456931,0.256423512506036,20.5607749635392,0.0410265823156866,0
1933,20.8215472670816,0.2607723035424,0.159509745110131,0.122895292788269,20.8215472670816,0.0432144015435554,0
1934,20.7968523864737,-0.0246948806079215,0.223983589294085,0.229583699725707,20.7968523864737,0.0421401331555117,0
1935,20.7052801099506,-0.0915722765230951,0.225413762219865,0.247030036164812,20.7052801099506,0.0400817705575135,0
1936,20.7331723079752,0.0278921980246112,0.27950824175234,0.27181986384393,20.7331723079752,0.0399755303501959,0
1937,20.6870495625685,-0.0461227454067732,0.247238198902186,0.258908569368891,20.6870495625685,0.0392167630811827,0
1938,20.7522093556192,0.0651597930507652,0.236750064657681,0.221815335162051,20.7522093556192,0.0389805797750417,0
1939,20.8526522094689,0.10044285384965,0.279535661951642,0.252822338468069,20.8526522094689,0.0389140299651042,0
1940,20.8960108442568,0.0433586347879411,0.267037227503327,0.255706280183492,20.8960108442568,0.0395782114665485,0
1941,20.9683377012294,0.0723268569725537,0.226658247861027,0.210843575468345,20.9683377012294,0.0392561738646771,0
1942,21.0261754468275,0.0578377455980881,0.281076099665818,0.265280486110239,21.0261754468275,0.0395497213316256,0
1943,20.9962958993965,-0.0298795474310052,0.0878653107826557,0.0905303026089309,20.9962958993965,0.0384980090350733,0
1944,20.9926530667833,-0.00364283261317389,0.257408738443808,0.258348145403437,20.9926530667833,0.0370557495919405,0
1945,21.0175044448987,0.024851378115389,0.217050385450155,0.211722856650877,21.0175044448987,0.0360771630264435,0
1946,21.0462278522896,0.0287234073908891,0.247619602000125,0.240608299582108,21.0462278522896,0.0367422729730036,0
1947,20.9720328702302,-0.0741949820594163,0.236700885640918,0.25493082661704,20.9720328702302,0.0352122995909804,0
1948,20.885223510785,-0.0868093594451669,0.185272394787403,0.202074513047433,20.885223510785,0.0341489753158965,0
1949,20.9484440829148,0.0632205721297729,0.281659397506063,0.264403926521966,20.9484440829148,0.0340553153370757,0
1950,20.8929037009453,-0.0555403819694906,0.132247169562184,0.139800030826303,20.8929037009453,0.0323674917509231,0
1951,20.9497874893877,0.0568837884424624,0.265039506903007,0.250383842174022,20.9497874893877,0.0331314470069112,0
1952,21.0091690869797,0.059381597591986,0.254489428776516,0.23981737599042,21.0091690869797,0.0322234773385599,0
1953,21.0552307175235,0.0460616305437531,0.112818281775342,0.107739552945857,21.0552307175235,0.0326554256804108,0
1954,21.0570467615738,0.00181604405035074,0.27768076956449,0.277176946675773,21.0570467615738,0.0322544103024199,0
1955,21.1047751310455,0.0477283694717023,0.25565682541845,0.243741356805629,21.1047751310455,0.0324681630787484,0
1956,21.0946517314548,-0.0101233995907075,0.267193656480681,0.269912302384828,21.0946517314548,0.031562234686868,0
1957,21.0575038027345,-0.0371479287202821,0.265730250880687,0.27578722059771,21.0575038027345,0.0319370101467411,0
1958,21.1543798194116,0.0968760166770464,0.268943091607406,0.244111181935714,21.1543798194116,0.0325316428501406,0
1959,21.2333407784463,0.0789609590346969,0.260790490652263,0.240990233586006,21.2333407784463,0.0327271973259382,0
1960,21.2173532053811,-0.0159875730652197,0.247335220661491,0.251321289452709,21.2173532053811,0.0324993088176874,0
1961,21.2615030073739,0.0441498019927953,0.227640766283769,0.217809101495987,21.2615030073739,0.0317632779652514,0
1962,21.42370501759,0.162202010216187,0.119145584620416,0.101305847616869,21.42370501759,0.0331748753270841,0
1963,21.6085142233744,0.184809205784323,0.15032890080596,0.124962833358063,21.6085142233744,0.034203207507447,0
1964,21.7190321656861,0.11051794231176,0.271011682285609,0.242655801795085,21.7190321656861,0.0353457539056218,0
1965,21.7478144461218,0.028782280435653,0.256997474765828,0.249705938264133,21.7478144461218,0.0345074993917567,0
1966,21.8212566115189,0.0734421653971102,0.158774175349024,0.147531357505764,21.8212566115189,0.0351095854819723,0
1967,21.8316701683111,0.010413556792251,0.272608683201015,0.269784587159576,21.8316701683111,0.0344812237911112,0
1968,21.8157476709684,-0.0159224973427354,0.241962384275899,0.245845865005802,21.8157476709684,0.033838210053466,0
1969,21.7825865458407,-0.03316112512771,0.275117062956447,0.284393207973663,21.7825865458407,0.0333196377994592,0
1970,21.8108810780179,0.0282945321772143,0.154931366612217,0.150609092789081,21.8108810780179,0.0333077894010434,0
1971,21.7200038387673,-0.0908772392506023,0.0737040059389326,0.0807158039274938,21.7200038387673,0.032578358044902,0
1972,21.7481982666664,0.0281944278990598,0.270564753280507,0.263042870711576,21.7481982666664,0.0331999376019206,0
1973,21.7122569989248,-0.0359412677416038,0.266059779006241,0.275796226811959,21.7122569989248,0.0308982575360889,0
1974,21.6563014528222,-0.0559555461025463,0.222450024485099,0.235252172534189,21.6563014528222,0.0301495379019192,0
1975,21.6826180983523,0.0263166455300994,0.273770206872595,0.266659469146816,21.6826180983523,0.0307844448378426,0
1976,21.7676091458895,0.0849910475372269,0.240023174374542,0.220466207910734,21.7676091458895,0.0317358679851666,0
1977,21.789045984198,0.0214368383084984,0.26692167584372,0.261260613464857,21.789045984198,0.0313336686711811,0
1978,21.7998894635523,0.0108434793542229,0.266373599989467,0.263500787149802,21.7998894635523,0.0308823857845084,0
1979,21.833974297233,0.0340848336807822,0.191266949624272,0.184857500478367,21.833974297233,0.0298992687356825,0
1980,21.862664325154,0.0286900279209388,0.237147523606224,0.230440427967601,21.862664325154,0.0301284718675592,0
1981,21.8734785496116,0.0108142244576137,0.273761466291122,0.270816898651083,21.8734785496116,0.0296098589192135,0
1982,21.8704479143917,-0.00303063521991076,0.253478267853711,0.254247633263836,21.8704479143917,0.029714574531071,0
1983,21.859556825141,-0.0108910892506482,0.213166812057406,0.21550111933347,21.859556825141,0.0303424918109881,0
1984,21.9736213802894,0.114064555148342,0.191911257804911,0.171223292897976,21.9736213802894,0.0310814121880622,0
1985,21.9655683258297,-0.00805305445964088,0.20228624552166,0.203921844618312,21.9655683258297,0.0293051211181246,0
1986,22.0251311719952,0.059562846165506,0.274133877394308,0.258282447670533,22.0251311719952,0.0300596963180658,0
1987,22.1013497018679,0.0762185298726603,0.179464800002915,0.166294540853791,22.1013497018679,0.0296699164905759,0
1988,22.0155287363539,-0.0858209655140527,0.220363830700195,0.240110905245733,22.0155287363539,0.0280106624894577,0
1989,22.0084162812172,-0.00711245513669967,0.116112894967787,0.116941686601857,22.0084162812172,0.0277388515126257,0
1990,21.9072199931254,-0.10119628809174,0.0906656749947946,0.100321008343236,21.9072199931254,0.0266053261323219,0
1991,21.7334563860044,-0.173763607120974,0.147353617973794,0.175317544495496,21.7334563860044,0.0266814429417728,0
1992,21.7448143921951,0.011358006190705,0.246067150489484,0.243288130211059,21.7448143921951,0.0267457906371885,0
1993,21.7337957816562,-0.0110186105389571,0.23002995955242,0.232578585461548,21.7337957816562,0.0255189938409089,0
1994,21.7724577746867,0.0386619930304648,0.234818268203453,0.225912983224351,21.7724577746867,0.0258655366408324,0
1995,21.8890813117243,0.116623537037664,0.262838553583747,0.233905325579401,21.8890813117243,0.027947260337852,0
1996,21.8496176926568,-0.0394636190675244,0.239777525618655,0.249429207115019,21.8496176926568,0.0273489611037034,0
1997,21.9760050980227,0.126387405365956,0.200000069512133,0.176254735381229,21.9760050980227,0.0283021256517016,0
1998,21.9791528865642,0.00314778854142972,0.2765810814924,0.275711831558545,21.9791528865642,0.0287080492341881,0
1999,21.9681397669043,-0.0110131196598433,0.261077609289125,0.263968779419881,21.9681397669043,0.0274565886066646,0
2000,21.9904301355148,0.022290368610494,0.278407742809385,0.27227058545514,21.9904301355148,0.0277288433717358,0
2001,21.9126008734244,-0.0778292620903891,0.164104615999889,0.177386929490611,21.9126008734244,0.0271021934579219,0
2002,20.4446162442585,-1.4679846291659,0.00434775101986454,0.0188713204605636,20.4446162442585,0.0116676837311411,0
2003,19.5020957538001,-0.942520490458488,0.0199663586499638,0.0512425007379223,19.5020957538001,0.00286015915575156,0
2004,20.4759331353585,0.973837381558459,0.00260384297867346,0.00098329219077763,20.4759331353585,0.0109961851301298,0
2005,21.1221463027111,0.646213167352592,0.00498439322327414,0.00261195375947275,21.1221463027111,0.0172340360279149,0
2006,21.5126283715745,0.390482068863425,0.192338327930874,0.130161225354573,21.5126283715745,0.0208068627342776,0
2007,21.0424588724935,-0.470169499081013,0.00934815286411907,0.0149595257108781,21.0424588724935,0.0159085704568903,0
2008,20.8143666011542,-0.228092271339338,0.011576609644174,0.0145425512910848,20.8143666011542,0.01462999950041,0
2009,21.6054749822508,0.791108381096631,0.0100994570013306,0.00457850844960754,21.6054749822508,0.0206170826134676,0
2010,21.2064996724251,-0.398975309825727,0.101910000575014,0.151876150034339,21.2064996724251,0.0156285472508817,0
2011,22.2012997272717,0.994800054846649,0.0132756000669727,0.00490928207418242,22.2012997272717,0.0254804819995712,0
2012,21.803235776574,-0.398063950697765,0.097320244131235,0.144903930875097,21.803235776574,0.0203935749657611,0
2013,21.0561643538238,-0.747071422750192,0.0236792211915621,0.0499823200229107,21.0561643538238,0.0142666315885743,0
2014,21.1009135357055,0.0447491818817767,0.185840321018384,0.177707445574427,21.1009135357055,0.0136243728243804,0
2015,20.4499383844458,-0.650975151259773,0.0268412912348469,0.0514657516944483,20.4499383844458,0.00538716618607481,0
2016,20.8602302705485,0.410291886102752,0.168687806781337,0.11191703337069,20.8602302705485,0.0101483100540372,0
2017,20.7887708570601,-0.0714594134883999,0.0221861325128486,0.0238295604475566,20.7887708570601,0.0094948586247579,0
2018,20.6249275526397,-0.163843304420443,0.16509984364547,0.194492520696552,20.6249275526397,0.00645429296567524,0
2019,21.0620537788559,0.437126226216205,0.0753602064589601,0.048674396065071,21.0620537788559,0.0105562548796769,0
2020,20.3151205107496,-0.746933268106244,0.0403998447346077,0.0852645869857224,20.3151205107496,0.00214527479392274,0
2021,19.7526459577739,-0.5624745529757,0.0554175678517688,0.0972583855676692,19.7526459577739,-0.00419283348891103,0
2022,19.4342331299061,-0.318412827867854,0.031995925727978,0.0439925983988874,19.4342331299061,-0.00806868600543169,0
2023,20.0001435760747,0.565910446168586,0.0257580752593221,0.0146265406927473,20.0001435760747,-0.00248431683070891,0
2024,21.3071512934424,1.30700771736774,0.02331067628691,0.00630853670050486,21.3071512934424,0.0113162756832992,0
2025,21.3641708694514,0.0570195760089742,0.173999860850613,0.164356019163691,21.3641708694514,0.0117488806884377,0
2026,21.1587267907214,-0.205444078730037,0.14341908603001,0.17612872055025,21.1587267907214,0.00907609283601293,0
2027,20.607245648174,-0.551481142547399,0.0523193586906747,0.0908170998467609,20.607245648174,0.00334400807532059,0
2028,20.2335955355137,-0.373650112660262,0.0550287211744475,0.0799583092742042,20.2335955355137,-0.00157576040374526,0
2029,22.3632850885666,2.12968955305289,0.0170183498313417,0.0020230425897085,22.3632850885666,0.0187995479136312,0
2030,23.917246970951,1.55396188238446,0.0248961987474377,0.00526327390583245,23.917246970951,0.0337768786086832,0
2031,23.8888244869818,-0.0284224839692515,0.165369331707619,0.170136972025062,23.8888244869818,0.0339913868517733,0
2032,23.7074546775221,-0.181369809459689,0.0422471542417523,0.0506483577041703,23.7074546775221,0.0314667971398285,0
2033,25.5323909778576,1.82493630033555,0.026632566325491,0.00429391311223871,25.5323909778576,0.04710843710776,0
2034,25.2177481837272,-0.314642794130482,0.131658250744819,0.180341513393497,25.2177481837272,0.0442089579725344,0
2035,25.2901947056774,0.0724465219502259,0.041308364293419,0.0384215493344612,25.2901947056774,0.0458491459572676,0
2036,25.8730851499564,0.582890444279005,0.0402389256984179,0.0224646819265745,25.8730851499564,0.0513991284198116,0
2037,25.379939898689,-0.493145251267379,0.0920699153804139,0.15076065144878,25.379939898689,0.0469289033612055,0
2038,26.9680493181429,1.5881094194539,0.0378316864913683,0.00772944915192419,26.9680493181429,0.0621583996252368,0
2039,26.5269781355303,-0.441071182612651,0.0866983224631984,0.134761387889818,26.5269781355303,0.0567432592606138,0
2040,26.088799161037,-0.438178974493293,0.0644995199993386,0.0999666625989986,26.088799161037,0.0519278831678015,0
2041,25.5410052033265,-0.547793957710431,0.0986109544503429,0.17054109823612,25.5410052033265,0.0457266750209716,0
2042,27.3489388229193,1.80793361959279,0.0393536572093088,0.00645371085332532,27.3489388229193,0.0632276337609186,0
2043,27.2479679610758,-0.100970861843489,0.057280497030805,0.0633662294917661,27.2479679610758,0.0625167206167938,0
2044,27.0690236801344,-0.178944280941466,0.0630730823306554,0.0754325117204402,27.0690236801344,0.0607637061335109,0
2045,27.0493150314044,-0.0197086487300182,0.066129020020618,0.0674452617141935,27.0493150314044,0.0603181058650568,0
2046,26.7019338145395,-0.347381216864845,0.0965552302323902,0.13666004183859,26.7019338145395,0.0565570596224995,0
2047,26.5416459528859,-0.160287861653608,0.0800601344952928,0.0939784870726262,26.5416459528859,0.0556961308265576,0
2048,28.293149106758,1.75150315387212,0.0429436664339597,0.00745128141773568,28.293149106758,0.0740792559597305,0
2049,27.9180214236186,-0.375127683139478,0.120320696249479,0.175087934393857,27.9180214236186,0.069695773407038,0
2050,29.2131699282272,1.29514850460862,0.053326138276881,0.0146037465023816,29.2131699282272,0.0832026622728191,0
2051,30.644154222008,1.43098429378081,0.0503649621081826,0.0120409271564959,30.644154222008,0.0969436673262026,0
2052,30.8015529399589,0.157398717950874,0.0683339742116815,0.0583820425042233,30.8015529399589,0.0979238385297915,0
2053,30.7693941465051,-0.032158793453803,0.080055088419234,0.082671406817588,30.7693941465051,0.0971416342898159,0
2054,33.6107146047153,2.84132045821025,0.036437870787083,0.00212609758968717,33.6107146047153,0.125536678431415,1
2055,35.2499856367836,1.63927103206829,0.0589162438929705,0.011436909584288,35.2499856367836,0.141452105057381,1
2056,34.8516958995843,-0.398289737199338,0.0952407742953841,0.141839748511936,34.8516958995843,0.137570441681294,1
2057,34.8681243579126,0.0164284583283631,0.0862123455831455,0.0848075803148739,34.8681243579126,0.138106205551781,1
2058,35.9987511217405,1.13062676382787,0.0730242394238613,0.0235744775976462,35.9987511217405,0.148443713023289,1
2059,35.9550655256537,-0.0436855960868008,0.0882114281506221,0.0921504089127417,35.9550655256537,0.147217247472074,1
2060,36.010047947707,0.0549824220533264,0.0885584261728385,0.083820708481721,36.010047947707,0.14792694742326,1
2061,36.0162593496473,0.00621140194032277,0.095163145520579,0.0945738809479589,36.0162593496473,0.147547563422735,1
2062,36.0493401387533,0.0330807891059299,0.0979360749999508,0.0947492739189115,36.0493401387533,0.146256351211632,1
2063,36.3738871869826,0.324547048229373,0.0902663238317696,0.0652494362363927,36.3738871869826,0.147653729636083,1
2064,35.9992252668481,-0.374661920134536,0.110199896902856,0.160285705354564,35.9992252668481,0.14280193101162,1
2065,36.6686909606992,0.669465693851112,0.0843108599900371,0.043165647768052,36.6686909606992,0.149208765145774,1
2066,36.2756118029825,-0.393079157716686,0.112315852357044,0.166399940412943,36.2756118029825,0.144543551914636,1
2067,36.6600782334861,0.384466430503592,0.0962903928135492,0.0655558283105726,36.6600782334861,0.14828408065175,1
2068,36.2227526852708,-0.437325548215306,0.112508519021626,0.174226206391199,36.2227526852708,0.144070050143024,1
2069,35.8685421169,-0.354210568370803,0.115552519262851,0.164668721504603,35.8685421169,0.140859555710593,1
2070,38.3196892549283,2.45114713802826,0.0495571594685265,0.00427156214428049,38.3196892549283,0.165088081769104,1
2071,39.5536354999691,1.2339462450408,0.0851549865641234,0.0247921413639687,39.5536354999691,0.178336316612018,1
2072,42.1023411356937,2.54870563572466,0.0583971120219023,0.00456564958709854,42.1023411356937,0.203541428690274,1
2073,43.6597803458142,1.55743921012042,0.0841587020733694,0.017730124048945,43.6597803458142,0.219475233468894,1
2074,43.2842438545296,-0.375536491284567,0.0780073750457865,0.113560969098909,43.2842438545296,0.216279424017074,1
2075,45.762520864505,2.47827700997543,0.0547826720291251,0.00459558899874606,45.762520864505,0.240799027661527,1
2076,46.3625236778858,0.600002813380809,0.0990247444803318,0.0543457791364567,46.3625236778858,0.245949145319963,1
2077,46.2876529125578,-0.0748707653280456,0.106911834454398,0.115223680043654,46.2876529125578,0.244986069283597,1
2078,48.1048960112358,1.81724309867802,0.0848713407322338,0.013789306116446,48.1048960112358,0.263050065476835,1
2079,48.0565842708566,-0.0483117403792379,0.109067264364951,0.114465851294679,48.0565842708566,0.262226099736235,1
2080,49.1488183499589,1.09223407910234,0.0994454382083272,0.0333605830528998,49.1488183499589,0.272861540248049,1
2081,48.6045535260906,-0.544264823868342,0.101684079341985,0.175236338646025,48.6045535260906,0.26731074976479,1
2082,47.9629983434219,-0.641555182668633,0.0658910380293247,0.125155582260797,47.9629983434219,0.260925504290303,1
2083,47.5056457002708,-0.457352643151175,0.101524844154178,0.160397672009985,47.5056457002708,0.256460888751297,1
2084,48.4684814720044,0.962835771733634,0.100927219937752,0.0385348832949567,48.4684814720044,0.26494860091715,1
2085,49.3888709442091,0.920389472204677,0.109158860143034,0.0434849447942479,49.3888709442091,0.274233026183793,1
2086,48.9969649426495,-0.391906001559581,0.102634955709011,0.151879064395683,48.9969649426495,0.269718337706543,1
2087,49.1088803362221,0.111915393572622,0.116459167397567,0.104128459409329,49.1088803362221,0.270075306343542,1
2088,48.3443123563162,-0.764567979905951,0.0760371372686493,0.163332801958227,48.3443123563162,0.263287836199623,1
2089,47.6404025251419,-0.70390983117426,0.0887307681087655,0.17938180779925,47.6404025251419,0.256319862439248,1
2090,47.0619197902171,-0.578482734924841,0.0116405072003901,0.0207588725944123,47.0619197902171,0.251546997970917,1
2091,47.8847616412291,0.82284185101206,0.113021895173158,0.0496371582503485,47.8847616412291,0.261513052552247,1
2092,47.5016264411699,-0.383135200059231,0.108410651505298,0.159025019526932,47.5016264411699,0.257568120489748,1
2093,46.7721763036513,-0.729450137518561,0.0880347080500133,0.182578694696432,46.7721763036513,0.250383805219952,1
2094,46.0640238117518,-0.708152491899514,0.0893458218034966,0.181393185401359,46.0640238117518,0.242915660370652,1
2095,45.5181611470853,-0.545862664666545,0.10245812949777,0.17685264771774,45.5181611470853,0.23629079835361,1
2096,44.6810608274691,-0.837100319616149,0.0570803533391511,0.131836207846864,44.6810608274691,0.228314431348123,1
2097,44.9751352858779,0.294074458408757,0.120894050381435,0.090092785289465,44.9751352858779,0.229991301878552,1
2098,45.2272119122361,0.25207662635822,0.12317998614933,0.0957336600671803,45.2272119122361,0.232480590256719,1
2099,46.4225801471369,1.19536823490083,0.112275629735661,0.03397376444984,46.4225801471369,0.244544403802326,1
2100,45.609228930502,-0.813351216634982,0.0823950578873428,0.185838250546565,45.609228930502,0.236187987949871,1
2101,45.573583973126,-0.0356449573759603,0.0183614075866465,0.0190277036792431,45.573583973126,0.236609830997016,1
2102,46.4170808146948,0.843496841568813,0.118711497032642,0.0510701058475923,46.4170808146948,0.259724645704363,1
2103,46.6798722611417,0.262791446446841,0.12913712776004,0.0992938265286743,46.6798722611417,0.271777765073416,1
2104,46.3992634319021,-0.280608829239595,0.125412270089855,0.16603777127221,46.3992634319021,0.259233302965435,1
2105,45.786433086634,-0.612830345268036,0.100432376868751,0.185362798806777,45.786433086634,0.246642867839229,1
2106,46.4999299673041,0.713496880670076,0.122210885366631,0.0598745320580928,46.4999299673041,0.249873015957296,1
2107,47.5887585286027,1.08882856129859,0.120059914717773,0.0404134377079049,47.5887585286027,0.265462996561092,1
2108,48.0014437311575,0.412685202554831,0.131666769143409,0.0871463641792574,48.0014437311575,0.271870771300034,1
2109,47.4255068570683,-0.575936874089218,0.115034473444853,0.204622890516417,47.4255068570683,0.258200318748175,1
2110,47.681284276716,0.255777419647692,0.138475615366702,0.107223648731366,47.681284276716,0.264747846042909,1
2111,47.659588755962,-0.0216955207540352,0.139720499297025,0.14278493030228,47.659588755962,0.254582890286902,1
2112,47.0269897531792,-0.632599002782801,0.0929308288420237,0.174941991758101,47.0269897531792,0.252237539766052,1
2113,46.8981315577545,-0.128858195424694,0.136929070788635,0.155760762392526,46.8981315577545,0.258419672039307,1
2114,46.9488062944054,0.0506747366508951,0.141683459176556,0.13468256940264,46.9488062944054,0.258478927586998,1
2115,46.8657891724032,-0.0830171220021394,0.141458630445791,0.153703347845847,46.8657891724032,0.264158507879575,1
2116,47.3433940849547,0.477604912551485,0.138275638462552,0.085767844254345,47.3433940849547,0.264831638144062,1
2117,47.4617196452315,0.118325560276832,0.14668186465156,0.130313162410101,47.4617196452315,0.266729487881714,1
2118,46.9426762139055,-0.519043431326051,0.124212689318921,0.208729418328346,46.9426762139055,0.263177486612658,1
2119,47.2392586747913,0.296582460885836,0.148904407465292,0.110688735610669,47.2392586747913,0.261772048959354,1
2120,47.3233174885493,0.0840588137579434,0.151501092348507,0.1392866474257,47.3233174885493,0.270081969777996,1
2121,49.2384011591541,1.91508367060478,0.0999643389474761,0.0147276965669525,49.2384011591541,0.294857552013801,1
2122,48.7051568922927,-0.533244266861391,0.122736726319753,0.209198987392902,48.7051568922927,0.292709237623866,1
2123,54.1169092711366,5.41175237884392,0.00869823870888746,3.88272941987676e-05,54.1169092711366,0.341167656950619,1
2124,54.0009658324565,-0.115943438680083,0.144919650798149,0.162734964872589,54.0009658324565,0.326938145390141,1
2125,53.4408544673986,-0.56011136505793,0.114311447179182,0.200144194874435,53.4408544673986,0.320766835979472,1
2126,52.7023024170151,-0.738552050383483,0.0916131383901599,0.191737403155505,52.7023024170151,0.315435756262937,1
2127,53.0152970394283,0.312994622413242,0.149039002681647,0.108985343756873,53.0152970394283,0.324080513912544,1
2128,52.3251708021584,-0.690126237269891,0.0617366457368765,0.123100848510156,52.3251708021584,0.320915752666447,1
2129,56.364210416789,4.03903961463057,0.0208698480667628,0.000367609452937173,56.364210416789,0.340009253282224,1
2130,57.0621603144682,0.697949897679159,0.141895110662799,0.0706076312258965,57.0621603144682,0.331449133435171,1
2131,56.3389850425074,-0.723175271960744,0.0773440816199293,0.159403596966891,56.3389850425074,0.324501605555256,1
2132,58.2851111475214,1.94612610501396,0.0665067595521873,0.00949891408169962,58.2851111475214,0.345776564699993,1
2133,57.6018109634954,-0.683300184025941,0.0903048055838267,0.178839876537786,57.6018109634954,0.320694199856378,1
2134,58.0349555263304,0.433144562834915,0.138584760670283,0.0898676080817118,58.0349555263304,0.328172073426032,1
